# UK TRACK EXCHANGE FORMAT, V1.0
# Lat,Long,DTG,UnitName,CaseNumber,Type,Flag,Sensor,MajorAxis,SemiMajorAxis,SemiMinorAxis,Course,Speed,Depth,Likelihood,Confidence,SuppliedBy,Provenance,InfoCutoffDate,Purpose,Classification,DistributionStatement
21.9797861, -21.6216833,19951212T085300Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,300.0000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
21.9810833, -21.6249389,19951212T085400Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,300.1000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
21.9823722, -21.6281611,19951212T085500Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,300.0000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
21.9836528, -21.6313833,19951212T085600Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,300.0000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
21.9849611, -21.634675,19951212T085700Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,299.1000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
21.9862417, -21.6380028,19951212T085800Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,299.3000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
21.9875028, -21.6412639,19951212T085900Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,300.0000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
21.9888028, -21.6445333,19951212T090000Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,308.6000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
21.9903667, -21.6473722,19951212T090100Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,341.1000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
21.9926222, -21.6484944,19951212T090200Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,341.1000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
21.9949444, -21.64965,19951212T090300Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,340.8000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
21.9973028, -21.6508444,19951212T090400Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,340.8000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
21.9996861, -21.6520528,19951212T090500Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,340.3000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
22.0021028, -21.6533111,19951212T090600Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,340.3000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
22.0045361, -21.6545778,19951212T090700Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,340.0000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
22.0069583, -21.6558583,19951212T090800Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,339.5000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
22.0093611, -21.6571694,19951212T090900Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,340.3000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
22.0117917, -21.6584361,19951212T091000Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,340.3000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
22.0142056, -21.6596972,19951212T091100Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,343.5000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
22.0166778, -21.6607611,19951212T091200Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,20.1000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
22.0189222, -21.6595639,19951212T091300Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,54.2000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
22.0202972, -21.6567694,19951212T091400Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,55.1000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
22.0216861, -21.6538556,19951212T091500Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,58.9000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
22.022975, -21.6507222,19951212T091600Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,59.4000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
22.0242583, -21.6475472,19951212T091700Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,60.4000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
22.0255167, -21.6442972,19951212T091800Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,59.4000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
22.0268222, -21.6410639,19951212T091900Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,60.0000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
22.0281111, -21.6377917,19951212T092000Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,60.0000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
22.0293889, -21.6345472,19951212T092100Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,59.7000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
22.0306917, -21.6312806,19951212T092200Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,60.2000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
22.0319778, -21.6279917,19951212T092300Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,60.4000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
22.03325, -21.6247139,19951212T092400Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,59.6000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
22.0345611, -21.6214361,19951212T092500Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,30.1000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
22.0365111, -21.6197889,19951212T092600Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,318.9000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
22.0379861, -21.6216639,19951212T092700Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,299.8000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
22.0390694, -21.6244139,19951212T092800Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,299.7000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
22.0402333, -21.6273778,19951212T092900Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,299.7000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
22.04145, -21.6304778,19951212T093000Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,300.3000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
22.0427194, -21.6336389,19951212T093100Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,300.1000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
22.0439917, -21.636825,19951212T093200Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,299.5000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
22.0452472, -21.6400528,19951212T093300Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,300.2000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
22.0465361, -21.643275,19951212T093400Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,300.0000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
22.0478222, -21.6465139,19951212T093500Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,299.6000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
22.0491111, -21.6498139,19951212T093600Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,299.9000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
22.0504028, -21.653075,19951212T093700Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,300.0000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
22.0517, -21.6563389,19951212T093800Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,299.6000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
22.052975, -21.6596,19951212T093900Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,299.8000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
22.0542639, -21.6628694,19951212T094000Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,299.8000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
22.0555611, -21.6661583,19951212T094100Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,299.9000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
22.0568417, -21.6693917,19951212T094200Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,299.7000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
22.0581194, -21.67265,19951212T094300Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,300.2000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
22.0594139, -21.6758806,19951212T094400Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,299.6000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
22.0606944, -21.67915,19951212T094500Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,300.0000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
22.0619861, -21.6823889,19951212T094600Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,299.8000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
22.063275, -21.6856556,19951212T094700Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,292.3000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
22.0642389, -21.6890639,19951212T094800Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,271.0000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
22.0642889, -21.6927167,19951212T094900Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,280.4000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
22.0647194, -21.6961056,19951212T095000Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,332.7000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
22.0666417, -21.6975556,19951212T095100Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,340.4000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
22.0688444, -21.6986972,19951212T095200Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,340.0000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
22.0711333, -21.6999083,19951212T095300Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,339.8000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
22.0734667, -21.7011639,19951212T095400Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,340.3000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
22.0758667, -21.7024167,19951212T095500Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,339.4000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
22.0782611, -21.7037333,19951212T095600Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,340.0000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
22.0806833, -21.7050194,19951212T095700Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,340.0000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
22.0831111, -21.7063083,19951212T095800Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,340.7000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
22.0855306, -21.7075444,19951212T095900Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,339.4000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
22.0879389, -21.7088611,19951212T100000Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,340.1000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
22.09035, -21.7101333,19951212T100100Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,340.3000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
22.0927806, -21.7114028,19951212T100200Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,339.9000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
22.0951917, -21.7126889,19951212T100300Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,340.6000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
22.097625, -21.7139389,19951212T100400Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,340.2000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
22.1000333, -21.7152,19951212T100500Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,340.0000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
22.1024694, -21.7164972,19951212T100600Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,340.1000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
22.1049083, -21.7177861,19951212T100700Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,340.3000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
22.1073222, -21.7190472,19951212T100800Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,340.5000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
22.1097611, -21.7203083,19951212T100900Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,340.3000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
22.1121972, -21.7215778,19951212T101000Z,NELSON,D-112/12,OILER,UK,S2002,1.0,0.5,0.5,308.8000,2.0000,0.0,Remote,Low,UNIT ALPHA,NELSON,19951212,For planning,PUBLIC,"Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content. Quite a long sentence detailing how this data may be disseminated.  I'll duplicate to get more content."
